Year,Month,DayofWeek,HourRange,CountofCollisions,NoofFatalities,CountofInjuryCollsn,CountOfPedestrianCollsn,CountofFatalityCollsn
2015,September,Sunday,Early Morning,17,0,4,0,0
2015,September,Sunday,Evening,86,1,15,2,1
2015,September,Sunday,Late Afternoon,126,0,28,2,0
2015,September,Sunday,Late Night,31,0,8,1,0
2015,September,Sunday,Mid Morning,80,1,12,3,1
2015,September,Sunday,Morning Rush,22,0,5,0,0
2015,September,Sunday,Night,38,0,6,0,0
2015,September,Thursday,Early Afternoon,168,0,22,3,0
2015,September,Thursday,Early Morning,9,0,3,1,0
2015,September,Thursday,Evening,125,0,24,1,0
2015,September,Thursday,Late Afternoon,229,0,46,6,0
2015,September,Thursday,Late Night,12,0,3,1,0
2015,September,Thursday,Mid Morning,161,0,21,3,0
2015,September,Thursday,Morning Rush,124,2,18,7,1
2015,September,Thursday,Night,50,0,14,4,0
2015,September,Tuesday,Early Afternoon,176,0,30,3,0
2015,September,Tuesday,Early Morning,4,0,0,0,0
2015,September,Tuesday,Evening,168,0,34,6,0
2015,September,Tuesday,Late Afternoon,291,1,43,4,1
2015,September,Tuesday,Late Night,13,0,4,1,0
2015,September,Tuesday,Mid Morning,189,0,39,8,0
2015,September,Tuesday,Morning Rush,176,0,27,6,0
2015,September,Tuesday,Night,47,0,6,0,0
2015,September,Wednesday,Early Afternoon,184,0,29,2,0
2015,September,Wednesday,Early Morning,5,0,1,0,0
2015,September,Wednesday,Evening,154,0,22,2,0
2015,September,Wednesday,Late Afternoon,265,0,53,5,0
2015,September,Wednesday,Late Night,12,0,2,0,0
2015,September,Wednesday,Mid Morning,186,0,33,3,0
2015,September,Wednesday,Morning Rush,192,0,29,5,0
2015,September,Wednesday,Night,70,1,19,5,1
2016,April,Friday,Early Afternoon,216,0,32,5,0
2016,April,Friday,Early Morning,10,0,0,0,0
2016,April,Friday,Evening,135,0,22,3,0
2016,April,Friday,Late Afternoon,290,1,34,6,1
2016,April,Friday,Late Night,15,0,2,0,0
2016,April,Friday,Mid Morning,155,1,21,4,1
2016,April,Friday,Morning Rush,135,0,30,5,0
2016,April,Friday,Night,83,0,17,3,0
2016,April,Monday,Early Afternoon,134,0,13,3,0
2016,April,Monday,Early Morning,9,0,3,0,0
2016,April,Monday,Evening,109,0,18,6,0
2016,April,Monday,Late Afternoon,162,0,28,8,0
2016,April,Monday,Late Night,18,0,1,0,0
2016,April,Monday,Mid Morning,125,0,17,3,0
2016,April,Monday,Morning Rush,172,0,21,0,0
2016,April,Monday,Night,43,1,6,5,1
2016,April,Saturday,Early Afternoon,219,0,38,3,0
2016,April,Saturday,Early Morning,18,1,3,0,1
2016,April,Saturday,Evening,123,0,14,3,0
2016,April,Saturday,Late Afternoon,194,0,28,3,0
2016,April,Saturday,Late Night,30,0,2,0,0
2016,April,Saturday,Mid Morning,137,0,29,4,0
2016,April,Saturday,Morning Rush,26,0,6,0,0
2016,April,Saturday,Night,81,1,13,4,1
2016,April,Sunday,Early Afternoon,134,0,25,4,0
2016,April,Sunday,Early Morning,25,3,6,0,1
2016,April,Sunday,Evening,158,0,25,1,0
2016,April,Sunday,Late Afternoon,104,0,19,2,0
2016,April,Sunday,Late Night,32,0,7,3,0
2016,April,Sunday,Mid Morning,60,0,13,4,0
2016,April,Sunday,Morning Rush,24,0,5,0,0
2016,April,Sunday,Night,66,0,6,0,0
2016,April,Thursday,Early Afternoon,126,0,22,2,0
2016,April,Thursday,Early Morning,5,0,0,0,0
2016,April,Thursday,Evening,89,0,10,2,0
2016,April,Thursday,Late Afternoon,197,0,32,3,0
2016,April,Thursday,Late Night,12,0,4,1,0
2016,April,Thursday,Mid Morning,120,0,13,7,0
2016,April,Thursday,Morning Rush,106,0,18,5,0
2016,April,Thursday,Night,49,0,9,2,0
2016,April,Tuesday,Early Afternoon,148,0,19,4,0
2016,April,Tuesday,Early Morning,15,0,6,2,0
2016,April,Tuesday,Evening,85,0,12,0,0
2016,April,Tuesday,Late Afternoon,186,0,21,3,0
2016,April,Tuesday,Late Night,16,0,6,1,0
2016,April,Tuesday,Mid Morning,137,0,25,2,0
2016,April,Tuesday,Morning Rush,135,0,32,2,0
2016,April,Tuesday,Night,35,0,5,1,0
2016,April,Wednesday,Early Afternoon,118,0,15,3,0
2016,April,Wednesday,Early Morning,2,0,0,0,0
2016,April,Wednesday,Evening,84,0,15,0,0
2016,April,Wednesday,Late Afternoon,215,0,27,2,0
2016,April,Wednesday,Late Night,8,0,1,1,0
2016,April,Wednesday,Mid Morning,138,0,21,6,0
2016,April,Wednesday,Morning Rush,146,0,21,4,0
2016,April,Wednesday,Night,47,0,7,1,0
2016,August,Friday,Early Afternoon,192,1,29,3,1
2016,August,Friday,Early Morning,17,0,3,0,0
2016,August,Friday,Evening,131,1,28,6,1
2016,August,Friday,Late Afternoon,235,0,32,2,0
2016,August,Friday,Late Night,13,0,0,0,0
2016,August,Friday,Mid Morning,140,1,16,3,1
2016,August,Friday,Morning Rush,85,0,12,2,0
2016,August,Friday,Night,83,0,13,1,0
2016,August,Monday,Early Afternoon,172,0,36,4,0
2016,August,Monday,Early Morning,13,0,3,0,0
2016,August,Monday,Evening,134,0,24,3,0
2016,August,Monday,Late Afternoon,224,0,35,3,0
2016,August,Monday,Late Night,23,0,5,1,0
2016,August,Monday,Mid Morning,149,0,28,5,0
2016,August,Monday,Morning Rush,109,0,24,7,0
2016,August,Monday,Night,49,0,11,2,0
2016,August,Saturday,Early Afternoon,144,0,25,4,0
2016,August,Saturday,Early Morning,27,0,8,1,0
2016,August,Saturday,Evening,93,0,21,2,0
2016,August,Saturday,Late Afternoon,182,0,34,4,0
2016,August,Saturday,Late Night,35,0,4,2,0
2016,August,Saturday,Mid Morning,77,0,9,0,0
2016,August,Saturday,Morning Rush,30,0,4,0,0
2016,August,Saturday,Night,59,0,8,3,0
2016,August,Sunday,Early Afternoon,108,0,12,0,0
2016,August,Sunday,Early Morning,22,0,6,0,0
2016,August,Sunday,Evening,67,0,13,0,0
2016,August,Sunday,Late Afternoon,123,0,12,4,0
2016,August,Sunday,Late Night,25,1,7,2,1
2016,August,Sunday,Mid Morning,74,0,16,1,0
2016,August,Sunday,Morning Rush,21,0,2,0,0
2016,August,Sunday,Night,55,0,12,1,0
2016,August,Thursday,Early Afternoon,173,0,29,4,0
2016,August,Thursday,Early Morning,10,0,0,0,0
2016,August,Thursday,Evening,134,0,22,4,0
2016,August,Thursday,Late Afternoon,211,0,32,3,0
2016,August,Thursday,Late Night,23,0,4,1,0
2016,August,Thursday,Mid Morning,150,0,22,5,0
2016,August,Thursday,Morning Rush,105,0,15,1,0
2016,August,Thursday,Night,50,0,15,2,0
2016,August,Tuesday,Early Afternoon,214,0,26,1,0
2016,August,Tuesday,Early Morning,6,0,1,0,0
2016,August,Tuesday,Evening,159,0,28,1,0
2016,August,Tuesday,Late Afternoon,259,0,40,6,0
2016,August,Tuesday,Late Night,30,0,7,0,0
2016,August,Tuesday,Mid Morning,183,0,36,8,0
2016,August,Tuesday,Morning Rush,142,1,31,5,1
2016,August,Tuesday,Night,60,0,23,5,0
2016,August,Wednesday,Early Afternoon,207,0,27,5,0
2016,August,Wednesday,Early Morning,22,0,5,1,0
2016,August,Wednesday,Evening,133,0,27,4,0
2016,August,Wednesday,Late Afternoon,287,0,54,10,0
2016,August,Wednesday,Late Night,17,0,4,1,0
2016,August,Wednesday,Mid Morning,159,0,30,4,0
2016,August,Wednesday,Morning Rush,115,0,23,5,0
2016,August,Wednesday,Night,61,0,14,1,0
2016,December,Friday,Early Afternoon,257,0,27,5,0
2016,December,Friday,Early Morning,19,0,3,0,0
2016,December,Friday,Evening,200,0,25,6,0
2016,December,Friday,Late Afternoon,277,0,38,8,0
2016,December,Friday,Late Night,34,0,2,0,0
2016,December,Friday,Mid Morning,205,0,30,3,0
2016,December,Friday,Morning Rush,126,0,18,5,0
2016,December,Friday,Night,99,0,15,1,0
2016,December,Monday,Early Afternoon,145,0,17,5,0
2016,December,Monday,Early Morning,8,0,1,0,0
2016,December,Monday,Evening,150,0,23,5,0
2016,December,Monday,Late Afternoon,238,0,34,6,0
2016,December,Monday,Late Night,30,0,5,1,0
2016,December,Monday,Mid Morning,174,0,16,3,0
2016,December,Monday,Morning Rush,188,0,23,4,0
2016,December,Monday,Night,40,0,5,0,0
2016,December,Saturday,Early Afternoon,184,0,22,5,0
2016,December,Saturday,Early Morning,34,0,7,0,0
2016,December,Saturday,Evening,153,0,27,9,0
2016,December,Saturday,Late Afternoon,180,0,21,4,0
2016,December,Saturday,Late Night,56,0,13,3,0
2016,December,Saturday,Mid Morning,144,0,21,1,0
2016,December,Saturday,Morning Rush,58,0,12,2,0
2016,December,Saturday,Night,79,0,15,3,0
2016,December,Sunday,Early Afternoon,153,0,20,4,0
2016,December,Sunday,Early Morning,17,0,1,0,0
2016,December,Sunday,Evening,127,0,21,4,0
2016,December,Sunday,Late Afternoon,176,0,20,1,0
2016,December,Sunday,Late Night,31,0,4,0,0
2016,December,Sunday,Mid Morning,77,0,5,0,0
2016,December,Sunday,Morning Rush,29,0,9,1,0
2016,December,Sunday,Night,72,0,10,5,0
2016,December,Thursday,Early Afternoon,235,1,26,4,1
2016,December,Thursday,Early Morning,22,0,3,1,0
2016,December,Thursday,Evening,200,0,18,4,0
2016,December,Thursday,Late Afternoon,285,0,26,6,0
2016,December,Thursday,Late Night,23,0,4,2,0
2016,December,Thursday,Mid Morning,180,0,20,5,0
2016,December,Thursday,Morning Rush,118,0,15,3,0
2016,December,Thursday,Night,99,0,15,3,0
2016,December,Tuesday,Early Afternoon,163,1,25,7,1
2016,December,Tuesday,Early Morning,5,0,1,0,0
2016,December,Tuesday,Evening,198,0,44,18,0
2016,December,Tuesday,Late Afternoon,220,0,33,9,0
2016,December,Tuesday,Late Night,17,0,1,0,0
2016,December,Tuesday,Mid Morning,153,0,18,4,0
2016,December,Tuesday,Morning Rush,106,1,24,10,1
2016,December,Tuesday,Night,58,0,10,3,0
2016,December,Wednesday,Early Afternoon,181,0,20,5,0
2016,December,Wednesday,Early Morning,6,0,1,0,0
2016,December,Wednesday,Evening,130,0,24,4,0
2016,December,Wednesday,Late Afternoon,224,0,32,4,0
2016,December,Wednesday,Late Night,13,0,2,0,0
2016,December,Wednesday,Mid Morning,168,0,26,11,0
2016,December,Wednesday,Morning Rush,112,0,16,1,0
2016,December,Wednesday,Night,68,0,8,1,0
2016,February,Friday,Early Afternoon,130,0,18,1,0
2016,February,Friday,Early Morning,9,0,2,0,0
2016,February,Friday,Evening,135,0,30,5,0
2016,February,Friday,Late Afternoon,164,0,32,6,0
2016,February,Friday,Late Night,17,0,1,0,0
2016,February,Friday,Mid Morning,135,0,20,1,0
2016,February,Friday,Morning Rush,85,0,7,1,0
2016,February,Friday,Night,63,0,9,3,0
2016,February,Monday,Early Afternoon,128,0,23,2,0
2016,February,Monday,Early Morning,18,0,3,0,0
2016,February,Monday,Evening,107,0,21,5,0
2016,February,Monday,Late Afternoon,188,0,32,9,0
2016,February,Monday,Late Night,21,0,5,0,0
2016,February,Monday,Mid Morning,120,1,13,3,1
2016,February,Monday,Morning Rush,109,0,14,3,0
2016,February,Monday,Night,37,0,6,1,0
2016,February,Saturday,Early Afternoon,154,0,21,2,0
2016,February,Saturday,Early Morning,21,0,4,0,0
2016,February,Saturday,Evening,99,0,18,1,0
2016,February,Saturday,Late Afternoon,141,0,21,2,0
2016,February,Saturday,Late Night,24,0,3,0,0
2016,February,Saturday,Mid Morning,119,1,20,3,1
2016,February,Saturday,Morning Rush,28,0,8,1,0
2016,February,Saturday,Night,61,0,4,0,0
2016,February,Sunday,Early Afternoon,121,0,14,0,0
2016,February,Sunday,Early Morning,21,0,3,0,0
2016,February,Sunday,Evening,78,0,14,3,0
2016,February,Sunday,Late Afternoon,111,0,18,0,0
2016,February,Sunday,Late Night,24,0,2,1,0
2016,February,Sunday,Mid Morning,53,0,10,1,0
2016,February,Sunday,Morning Rush,12,0,3,1,0
2016,February,Sunday,Night,34,0,7,1,0
2016,February,Thursday,Early Afternoon,155,1,15,4,1
2016,February,Thursday,Early Morning,5,0,2,0,0
2016,February,Thursday,Evening,138,0,21,3,0
2016,February,Thursday,Late Afternoon,243,0,34,11,0
2016,February,Thursday,Late Night,10,0,0,0,0
2016,February,Thursday,Mid Morning,130,0,16,3,0
2016,February,Thursday,Morning Rush,152,0,27,4,0
2016,February,Thursday,Night,44,1,6,3,1
2016,February,Tuesday,Early Afternoon,111,0,17,1,0
2016,February,Tuesday,Early Morning,8,0,1,0,0
2016,February,Tuesday,Evening,113,0,28,6,0
2016,February,Tuesday,Late Afternoon,136,0,17,1,0
2016,February,Tuesday,Late Night,18,0,3,1,0
2016,February,Tuesday,Mid Morning,173,0,24,2,0
2016,February,Tuesday,Morning Rush,142,0,21,5,0
2016,February,Tuesday,Night,48,0,7,3,0
2016,February,Wednesday,Early Afternoon,127,0,22,5,0
2016,February,Wednesday,Early Morning,10,0,2,1,0
2016,February,Wednesday,Evening,133,0,32,13,0
2016,February,Wednesday,Late Afternoon,176,0,22,5,0
2016,February,Wednesday,Late Night,8,0,3,0,0
2016,February,Wednesday,Mid Morning,169,1,19,3,1
2016,February,Wednesday,Morning Rush,148,0,13,2,0
2016,February,Wednesday,Night,38,0,9,3,0
2016,January,Friday,Early Afternoon,184,1,27,8,1
2016,January,Friday,Early Morning,15,1,4,0,1
2016,January,Friday,Evening,171,0,39,15,0
2016,January,Friday,Late Afternoon,211,0,34,2,0
2016,January,Friday,Late Night,30,0,4,0,0
2016,January,Friday,Mid Morning,143,0,14,1,0
2016,January,Friday,Morning Rush,138,0,21,4,0
2016,January,Friday,Night,73,0,16,5,0
2016,January,Monday,Early Afternoon,145,0,35,12,0
2016,January,Monday,Early Morning,3,0,0,0,0
2016,January,Monday,Evening,116,0,23,6,0
2016,January,Monday,Late Afternoon,194,0,31,7,0
2016,January,Monday,Late Night,13,0,4,0,0
2016,January,Monday,Mid Morning,167,0,24,3,0
2016,January,Monday,Morning Rush,114,0,16,4,0
2016,January,Monday,Night,26,0,4,1,0
2016,January,Saturday,Early Afternoon,158,0,22,4,0
2016,January,Saturday,Early Morning,22,0,6,0,0
2016,January,Saturday,Evening,121,0,15,1,0
2016,January,Saturday,Late Afternoon,193,1,20,4,1
2016,January,Saturday,Late Night,36,0,6,1,0
2016,January,Saturday,Mid Morning,114,0,22,3,0
2016,January,Saturday,Morning Rush,17,0,4,0,0
2016,January,Saturday,Night,63,0,11,3,0
2016,January,Sunday,Early Afternoon,135,0,15,1,0
2016,January,Sunday,Early Morning,16,0,6,0,0
2016,January,Sunday,Evening,146,2,25,5,1
2016,January,Sunday,Late Afternoon,142,0,24,3,0
2016,January,Sunday,Late Night,46,1,4,1,1
2016,January,Sunday,Mid Morning,68,0,11,2,0
2016,January,Sunday,Morning Rush,15,0,4,0,0
2016,January,Sunday,Night,37,0,10,3,0
2016,January,Thursday,Early Afternoon,150,0,24,3,0
2016,January,Thursday,Early Morning,12,0,0,0,0
2016,January,Thursday,Evening,143,0,23,9,0
2016,January,Thursday,Late Afternoon,176,0,13,8,0
2016,January,Thursday,Late Night,14,0,2,0,0
2016,January,Thursday,Mid Morning,141,2,18,3,1
2016,January,Thursday,Morning Rush,130,0,20,4,0
2016,January,Thursday,Night,36,0,9,3,0
2016,January,Tuesday,Early Afternoon,136,0,25,10,0
2016,January,Tuesday,Early Morning,14,0,4,1,0
2016,January,Tuesday,Evening,96,0,14,4,0
2016,January,Tuesday,Late Afternoon,160,0,25,8,0
2016,January,Tuesday,Late Night,14,0,2,1,0
2016,January,Tuesday,Mid Morning,175,0,18,4,0
2016,January,Tuesday,Morning Rush,216,0,31,12,0
2016,January,Tuesday,Night,39,0,7,3,0
2016,January,Wednesday,Early Afternoon,154,1,20,2,1
2016,January,Wednesday,Early Morning,2,0,0,0,0
2016,January,Wednesday,Evening,137,0,24,3,0
2016,January,Wednesday,Late Afternoon,200,0,32,6,0
2016,January,Wednesday,Late Night,7,0,1,0,0
2016,January,Wednesday,Mid Morning,140,0,12,0,0
2016,January,Wednesday,Morning Rush,126,0,13,3,0
2016,January,Wednesday,Night,37,0,6,1,0
2016,July,Friday,Early Afternoon,215,0,33,7,0
2016,July,Friday,Early Morning,22,0,5,1,0
2016,July,Friday,Evening,162,2,27,3,1
2016,July,Friday,Late Afternoon,247,0,46,2,0
2016,July,Friday,Late Night,20,0,4,1,0
2016,July,Friday,Mid Morning,150,0,33,5,0
2016,July,Friday,Morning Rush,89,0,16,1,0
2016,July,Friday,Night,89,0,18,5,0
2016,July,Monday,Early Afternoon,124,0,18,3,0
2016,July,Monday,Early Morning,9,0,4,0,0
2016,July,Monday,Evening,122,1,22,4,1
2016,July,Monday,Late Afternoon,206,0,36,5,0
2016,July,Monday,Late Night,15,0,8,0,0
2016,July,Monday,Mid Morning,116,0,20,3,0
2016,July,Monday,Morning Rush,92,0,15,2,0
2016,July,Monday,Night,40,0,8,1,0
2016,July,Saturday,Early Afternoon,183,0,30,3,0
2016,July,Saturday,Early Morning,22,0,5,0,0
2016,July,Saturday,Evening,139,1,31,6,1
2016,July,Saturday,Late Afternoon,170,0,35,0,0
2016,July,Saturday,Late Night,30,0,6,1,0
2016,July,Saturday,Mid Morning,116,0,20,3,0
2016,July,Saturday,Morning Rush,27,0,9,0,0
2016,July,Saturday,Night,102,0,31,7,0
2016,July,Sunday,Early Afternoon,142,0,22,2,0
2016,July,Sunday,Early Morning,22,0,5,0,0
2016,July,Sunday,Evening,101,0,18,1,0
2016,July,Sunday,Late Afternoon,148,0,31,1,0
2016,July,Sunday,Late Night,44,0,15,1,0
2016,July,Sunday,Mid Morning,93,0,20,1,0
2016,July,Sunday,Morning Rush,21,0,7,1,0
2016,July,Sunday,Night,58,0,14,1,0
2016,July,Thursday,Early Afternoon,183,1,32,6,1
2016,July,Thursday,Early Morning,4,0,1,0,0
2016,July,Thursday,Evening,120,0,23,3,0
2016,July,Thursday,Late Afternoon,203,0,26,1,0
2016,July,Thursday,Late Night,19,0,5,1,0
2016,July,Thursday,Mid Morning,136,0,21,3,0
2016,July,Thursday,Morning Rush,108,0,23,2,0
2016,July,Thursday,Night,84,0,20,5,0
2016,July,Tuesday,Early Afternoon,152,1,27,3,1
2016,July,Tuesday,Early Morning,10,0,1,1,0
2016,July,Tuesday,Evening,125,0,26,5,0
2016,July,Tuesday,Late Afternoon,226,1,39,6,1
2016,July,Tuesday,Late Night,11,0,3,0,0
2016,July,Tuesday,Mid Morning,137,1,24,4,1
2016,July,Tuesday,Morning Rush,119,0,15,1,0
2016,July,Tuesday,Night,56,0,15,1,0
2016,July,Wednesday,Early Afternoon,172,0,28,1,0
2016,July,Wednesday,Early Morning,12,0,0,0,0
2016,July,Wednesday,Evening,140,1,25,2,1
2016,July,Wednesday,Late Afternoon,198,0,38,3,0
2016,July,Wednesday,Late Night,14,0,4,0,0
2016,July,Wednesday,Mid Morning,143,0,26,4,0
2016,July,Wednesday,Morning Rush,91,0,20,4,0
2016,July,Wednesday,Night,51,0,16,5,0
2016,June,Friday,Early Afternoon,203,0,34,6,0
2016,June,Friday,Early Morning,7,0,3,0,0
2016,June,Friday,Evening,134,0,22,2,0
2016,June,Friday,Late Afternoon,256,0,31,6,0
2016,June,Friday,Late Night,19,1,2,1,1
2016,June,Friday,Mid Morning,164,0,21,2,0
2016,June,Friday,Morning Rush,129,0,19,2,0
2016,June,Friday,Night,59,0,10,2,0
2016,June,Monday,Early Afternoon,139,1,24,4,1
2016,June,Monday,Early Morning,6,0,2,1,0
2016,June,Monday,Evening,97,0,18,4,0
2016,June,Monday,Late Afternoon,223,0,31,4,0
2016,June,Monday,Late Night,8,0,1,0,0
2016,June,Monday,Mid Morning,118,0,23,1,0
2016,June,Monday,Morning Rush,118,0,14,0,0
2016,June,Monday,Night,45,0,12,1,0
2016,June,Saturday,Early Afternoon,160,0,12,2,0
2016,June,Saturday,Early Morning,21,0,6,1,0
2016,June,Saturday,Evening,120,0,31,6,0
2016,June,Saturday,Late Afternoon,135,0,18,3,0
2016,June,Saturday,Late Night,32,0,6,2,0
2016,June,Saturday,Mid Morning,106,0,15,2,0
2016,June,Saturday,Morning Rush,24,0,5,0,0
2016,June,Saturday,Night,66,0,11,2,0
2016,June,Sunday,Early Afternoon,148,0,23,0,0
2016,June,Sunday,Early Morning,25,0,6,1,0
2016,June,Sunday,Evening,76,0,17,2,0
2016,June,Sunday,Late Afternoon,147,0,26,2,0
2016,June,Sunday,Late Night,48,0,11,2,0
2016,June,Sunday,Mid Morning,73,0,6,2,0
2016,June,Sunday,Morning Rush,28,0,5,1,0
2016,June,Sunday,Night,51,0,16,2,0
2016,June,Thursday,Early Afternoon,209,0,27,3,0
2016,June,Thursday,Early Morning,14,0,1,0,0
2016,June,Thursday,Evening,189,0,31,7,0
2016,June,Thursday,Late Afternoon,294,0,56,5,0
2016,June,Thursday,Late Night,16,0,2,1,0
2016,June,Thursday,Mid Morning,173,0,28,6,0
2016,June,Thursday,Morning Rush,147,0,25,7,0
2016,June,Thursday,Night,61,0,10,1,0
2016,June,Tuesday,Early Afternoon,162,1,23,4,1
2016,June,Tuesday,Early Morning,4,0,1,0,0
2016,June,Tuesday,Evening,103,0,16,2,0
2016,June,Tuesday,Late Afternoon,191,0,41,4,0
2016,June,Tuesday,Late Night,4,0,0,0,0
2016,June,Tuesday,Mid Morning,154,0,21,5,0
2016,June,Tuesday,Morning Rush,122,0,23,3,0
2016,June,Tuesday,Night,51,0,9,3,0
2016,June,Wednesday,Early Afternoon,198,0,28,7,0
2016,June,Wednesday,Early Morning,8,0,2,0,0
2016,June,Wednesday,Evening,156,0,26,4,0
2016,June,Wednesday,Late Afternoon,284,0,50,4,0
2016,June,Wednesday,Late Night,14,1,4,1,1
2016,June,Wednesday,Mid Morning,206,0,37,4,0
2016,June,Wednesday,Morning Rush,197,1,29,2,1
2016,June,Wednesday,Night,64,0,23,4,0
2016,March,Friday,Early Afternoon,128,1,14,6,1
2016,March,Friday,Early Morning,16,0,1,0,0
2016,March,Friday,Evening,108,0,18,1,0
2016,March,Friday,Late Afternoon,191,0,23,9,0
2016,March,Friday,Late Night,18,0,3,0,0
2016,March,Friday,Mid Morning,116,0,23,2,0
2016,March,Friday,Morning Rush,94,0,13,2,0
2016,March,Friday,Night,42,0,6,1,0
2016,March,Monday,Early Afternoon,131,0,16,4,0
2016,March,Monday,Early Morning,7,0,0,1,0
2016,March,Monday,Evening,77,0,14,4,0
2016,March,Monday,Late Afternoon,144,0,24,2,0
2016,March,Monday,Late Night,10,0,1,0,0
2016,March,Monday,Mid Morning,97,1,13,4,1
2016,March,Monday,Morning Rush,73,0,13,4,0
2016,March,Monday,Night,46,0,11,2,0
2016,March,Saturday,Early Afternoon,152,0,20,5,0
2016,March,Saturday,Early Morning,19,0,2,0,0
2016,March,Saturday,Evening,100,0,18,3,0
2016,March,Saturday,Late Afternoon,162,0,21,5,0
2016,March,Saturday,Late Night,20,0,4,0,0
2016,March,Saturday,Mid Morning,115,0,6,0,0
2016,March,Saturday,Morning Rush,30,0,7,1,0
2016,March,Saturday,Night,62,0,8,5,0
2016,March,Sunday,Early Afternoon,95,0,8,3,0
2016,March,Sunday,Early Morning,21,0,7,0,0
2016,March,Sunday,Evening,45,0,10,2,0
2016,March,Sunday,Late Afternoon,116,0,16,2,0
2016,March,Sunday,Late Night,18,0,3,1,0
2016,March,Sunday,Mid Morning,61,0,7,1,0
2016,March,Sunday,Morning Rush,14,0,6,1,0
2016,March,Sunday,Night,32,0,9,1,0
2016,March,Thursday,Early Afternoon,182,0,23,2,0
2016,March,Thursday,Early Morning,20,0,3,0,0
2016,March,Thursday,Evening,119,0,22,10,0
2016,March,Thursday,Late Afternoon,213,0,29,4,0
2016,March,Thursday,Late Night,22,0,4,0,0
2016,March,Thursday,Mid Morning,153,0,20,3,0
2016,March,Thursday,Morning Rush,159,0,24,6,0
2016,March,Thursday,Night,83,1,23,12,1
2016,March,Tuesday,Early Afternoon,156,0,20,4,0
2016,March,Tuesday,Early Morning,8,0,1,0,0
2016,March,Tuesday,Evening,136,0,20,8,0
2016,March,Tuesday,Late Afternoon,198,0,34,3,0
2016,March,Tuesday,Late Night,12,0,3,1,0
2016,March,Tuesday,Mid Morning,159,1,25,5,1
2016,March,Tuesday,Morning Rush,134,0,18,3,0
2016,March,Tuesday,Night,50,0,10,5,0
2016,March,Wednesday,Early Afternoon,155,0,24,2,0
2016,March,Wednesday,Early Morning,11,0,4,2,0
2016,March,Wednesday,Evening,130,2,18,10,1
2016,March,Wednesday,Late Afternoon,199,0,19,1,0
2016,March,Wednesday,Late Night,11,0,2,1,0
2016,March,Wednesday,Mid Morning,154,0,14,4,0
2016,March,Wednesday,Morning Rush,157,0,15,3,0
2016,March,Wednesday,Night,42,0,13,4,0
2016,May,Friday,Early Afternoon,158,0,28,4,0
2016,May,Friday,Early Morning,8,0,1,0,0
2016,May,Friday,Evening,132,0,20,4,0
2016,May,Friday,Late Afternoon,277,0,45,5,0
2016,May,Friday,Late Night,16,0,3,0,0
2016,May,Friday,Mid Morning,135,0,15,3,0
2016,May,Friday,Morning Rush,131,0,29,3,0
2016,May,Friday,Night,63,0,12,1,0
2016,May,Monday,Early Afternoon,157,0,20,2,0
2016,May,Monday,Early Morning,17,0,4,0,0
2016,May,Monday,Evening,131,0,23,6,0
2016,May,Monday,Late Afternoon,243,1,39,4,1
2016,May,Monday,Late Night,14,0,1,0,0
2016,May,Monday,Mid Morning,138,0,21,3,0
2016,May,Monday,Morning Rush,141,0,18,6,0
2016,May,Monday,Night,53,0,10,1,0
2016,May,Saturday,Early Afternoon,168,0,21,0,0
2016,May,Saturday,Early Morning,19,0,7,2,0
2016,May,Saturday,Evening,91,1,15,0,1
2016,May,Saturday,Late Afternoon,145,0,20,3,0
2016,May,Saturday,Late Night,29,0,9,1,0
2016,May,Saturday,Mid Morning,121,0,23,4,0
2016,May,Saturday,Morning Rush,32,0,6,0,0
2016,May,Saturday,Night,69,0,18,3,0
2016,May,Sunday,Early Afternoon,199,0,39,3,0
2016,May,Sunday,Early Morning,26,0,7,0,0
2016,May,Sunday,Evening,90,1,15,2,1
2016,May,Sunday,Late Afternoon,166,0,26,2,0
2016,May,Sunday,Late Night,40,0,10,3,0
2016,May,Sunday,Mid Morning,120,0,12,0,0
2016,May,Sunday,Morning Rush,29,0,5,1,0
2016,May,Sunday,Night,48,0,11,1,0
2016,May,Thursday,Early Afternoon,140,0,23,5,0
2016,May,Thursday,Early Morning,5,0,2,0,0
2016,May,Thursday,Evening,111,0,16,2,0
2016,May,Thursday,Late Afternoon,219,0,26,3,0
2016,May,Thursday,Late Night,12,0,3,2,0
2016,May,Thursday,Mid Morning,120,0,12,1,0
2016,May,Thursday,Morning Rush,91,0,14,2,0
2016,May,Thursday,Night,46,0,6,1,0
2016,May,Tuesday,Early Afternoon,187,3,34,4,1
2016,May,Tuesday,Early Morning,14,0,2,1,0
2016,May,Tuesday,Evening,179,0,32,3,0
2016,May,Tuesday,Late Afternoon,297,0,55,11,0
2016,May,Tuesday,Late Night,16,0,3,0,0
2016,May,Tuesday,Mid Morning,177,1,29,4,1
2016,May,Tuesday,Morning Rush,155,0,28,4,0
2016,May,Tuesday,Night,55,0,10,0,0
2016,May,Wednesday,Early Afternoon,144,0,19,5,0
2016,May,Wednesday,Early Morning,13,0,0,0,0
2016,May,Wednesday,Evening,98,0,20,5,0
2016,May,Wednesday,Late Afternoon,181,0,26,4,0
2016,May,Wednesday,Late Night,12,0,2,0,0
2016,May,Wednesday,Mid Morning,132,0,25,3,0
2016,May,Wednesday,Morning Rush,122,0,19,4,0
2016,May,Wednesday,Night,47,0,7,4,0
