Year,Month,DayofWeek,HourRange,CountofCollisions,NoofFatalities,CountofInjuryCollsn,CountOfPedestrianCollsn,CountofFatalityCollsn
2019,October,Tuesday,Late Night,33,0,1,1,0
2019,October,Tuesday,Mid Morning,213,0,30,5,0
2019,October,Tuesday,Morning Rush,208,0,30,4,0
2019,October,Tuesday,Night,64,0,13,1,0
2019,October,Wednesday,Early Afternoon,227,0,17,3,0
2019,October,Wednesday,Early Morning,42,0,4,1,0
2019,October,Wednesday,Evening,214,1,36,15,1
2019,October,Wednesday,Late Afternoon,244,0,27,3,0
2019,October,Wednesday,Late Night,37,0,3,1,0
2019,October,Wednesday,Mid Morning,191,0,22,5,0
2019,October,Wednesday,Morning Rush,193,0,28,8,0
2019,October,Wednesday,Night,54,0,12,1,0
2019,September,Friday,Early Afternoon,194,0,23,2,0
2019,September,Friday,Early Morning,35,0,2,0,0
2019,September,Friday,Evening,133,0,18,3,0
2019,September,Friday,Late Afternoon,229,1,27,4,1
2019,September,Friday,Late Night,33,0,3,0,0
2019,September,Friday,Mid Morning,152,0,22,2,0
2019,September,Friday,Morning Rush,117,1,12,2,1
2019,September,Friday,Night,68,0,7,2,0
2019,September,Monday,Early Afternoon,162,0,20,1,0
2019,September,Monday,Early Morning,42,0,2,0,0
2019,September,Monday,Evening,105,1,15,3,1
2019,September,Monday,Late Afternoon,243,0,27,1,0
2019,September,Monday,Late Night,35,0,1,1,0
2019,September,Monday,Mid Morning,168,0,21,2,0
2019,September,Monday,Morning Rush,135,0,17,3,0
2019,September,Monday,Night,67,0,10,3,0
2019,September,Saturday,Early Afternoon,206,0,25,1,0
2019,September,Saturday,Early Morning,37,0,1,0,0
2019,September,Saturday,Evening,104,1,15,1,1
2019,September,Saturday,Late Afternoon,151,0,18,0,0
2019,September,Saturday,Late Night,64,1,10,2,1
2019,September,Saturday,Mid Morning,124,0,8,2,0
2019,September,Saturday,Morning Rush,51,0,10,1,0
2019,September,Saturday,Night,68,0,10,4,0
2019,September,Sunday,Early Afternoon,170,0,21,1,0
2019,September,Sunday,Early Morning,38,0,3,0,0
2019,September,Sunday,Evening,92,1,11,1,1
2019,September,Sunday,Late Afternoon,166,0,26,6,0
2019,September,Sunday,Late Night,52,0,6,1,0
2019,September,Sunday,Mid Morning,118,0,12,2,0
2019,September,Sunday,Morning Rush,37,0,9,1,0
2019,September,Sunday,Night,56,0,13,1,0
2019,September,Thursday,Early Afternoon,167,0,18,3,0
2019,September,Thursday,Early Morning,38,0,1,0,0
2019,September,Thursday,Evening,163,0,19,3,0
2019,September,Thursday,Late Afternoon,251,0,26,4,0
2019,September,Thursday,Late Night,26,0,0,0,0
2019,September,Thursday,Mid Morning,160,0,25,4,0
2019,September,Thursday,Morning Rush,151,0,18,4,0
2019,September,Thursday,Night,51,0,10,1,0
2019,September,Tuesday,Early Afternoon,156,0,14,3,0
2019,September,Tuesday,Early Morning,40,0,5,1,0
2019,September,Tuesday,Evening,116,2,16,7,1
2019,September,Tuesday,Late Afternoon,246,0,23,3,0
2019,September,Tuesday,Late Night,17,0,0,0,0
2019,September,Tuesday,Mid Morning,187,1,31,7,1
2019,September,Tuesday,Morning Rush,155,0,22,3,0
2019,September,Tuesday,Night,50,0,11,4,0
2019,September,Wednesday,Early Afternoon,155,0,16,5,0
2019,September,Wednesday,Early Morning,31,0,1,0,0
2019,September,Wednesday,Evening,105,0,16,4,0
2019,September,Wednesday,Late Afternoon,219,0,26,3,0
2019,September,Wednesday,Late Night,26,0,4,1,0
2019,September,Wednesday,Mid Morning,168,0,12,2,0
2019,September,Wednesday,Morning Rush,162,0,20,1,0
2019,September,Wednesday,Night,45,0,8,2,0
2020,April,Friday,Early Afternoon,40,0,2,1,0
2020,April,Friday,Early Morning,6,0,0,0,0
2020,April,Friday,Evening,28,0,5,0,0
2020,April,Friday,Late Afternoon,69,0,7,1,0
2020,April,Friday,Late Night,13,0,0,0,0
2020,April,Friday,Mid Morning,29,0,3,0,0
2020,April,Friday,Morning Rush,21,0,2,0,0
2020,April,Friday,Night,13,1,1,0,1
2020,April,Monday,Early Afternoon,47,0,5,0,0
2020,April,Monday,Early Morning,7,0,0,0,0
2020,April,Monday,Evening,19,0,0,0,0
2020,April,Monday,Late Afternoon,48,0,5,3,0
2020,April,Monday,Late Night,8,0,0,0,0
2020,April,Monday,Mid Morning,23,0,3,0,0
2020,April,Monday,Morning Rush,28,0,4,1,0
2020,April,Monday,Night,7,0,0,0,0
2020,April,Saturday,Early Afternoon,35,0,2,0,0
2020,April,Saturday,Early Morning,10,0,0,0,0
2020,April,Saturday,Evening,22,0,1,0,0
2020,April,Saturday,Late Afternoon,39,0,5,2,0
2020,April,Saturday,Late Night,9,0,1,0,0
2020,April,Saturday,Mid Morning,25,0,5,2,0
2020,April,Saturday,Morning Rush,16,0,1,0,0
2020,April,Saturday,Night,12,0,0,0,0
2020,April,Sunday,Early Afternoon,28,0,4,1,0
2020,April,Sunday,Early Morning,5,0,1,0,0
2020,April,Sunday,Evening,29,0,3,3,0
2020,April,Sunday,Late Afternoon,25,0,5,1,0
2020,April,Sunday,Late Night,7,0,2,0,0
2020,April,Sunday,Mid Morning,15,0,1,0,0
2020,April,Sunday,Morning Rush,9,0,2,0,0
2020,April,Sunday,Night,8,0,2,0,0
2020,April,Thursday,Early Afternoon,69,0,14,1,0
2020,April,Thursday,Early Morning,7,0,0,0,0
2020,April,Thursday,Evening,30,0,4,0,0
2020,April,Thursday,Late Afternoon,82,0,8,2,0
2020,April,Thursday,Late Night,9,0,2,2,0
2020,April,Thursday,Mid Morning,45,0,6,1,0
2020,April,Thursday,Morning Rush,31,0,2,0,0
2020,April,Thursday,Night,13,0,0,0,0
2020,April,Tuesday,Early Afternoon,45,0,4,1,0
2020,April,Tuesday,Early Morning,10,0,0,0,0
2020,April,Tuesday,Evening,23,0,1,0,0
2020,April,Tuesday,Late Afternoon,33,0,2,0,0
2020,April,Tuesday,Late Night,14,0,1,0,0
2020,April,Tuesday,Mid Morning,21,0,1,0,0
2020,April,Tuesday,Morning Rush,21,0,4,2,0
2020,April,Tuesday,Night,12,0,1,0,0
2020,April,Wednesday,Early Afternoon,68,0,5,3,0
2020,April,Wednesday,Early Morning,17,0,1,0,0
2020,April,Wednesday,Evening,25,0,4,1,0
2020,April,Wednesday,Late Afternoon,51,0,6,1,0
2020,April,Wednesday,Late Night,10,0,0,0,0
2020,April,Wednesday,Mid Morning,45,0,7,1,0
2020,April,Wednesday,Morning Rush,26,0,4,1,0
2020,April,Wednesday,Night,8,0,3,1,0
2020,August,Friday,Early Afternoon,140,0,16,0,0
2020,August,Friday,Early Morning,22,1,2,1,1
2020,August,Friday,Evening,80,0,13,2,0
2020,August,Friday,Late Afternoon,143,0,23,2,0
2020,August,Friday,Late Night,28,0,1,0,0
2020,August,Friday,Mid Morning,77,1,10,1,1
2020,August,Friday,Morning Rush,43,0,8,0,0
2020,August,Friday,Night,41,0,10,1,0
2020,August,Monday,Early Afternoon,118,0,13,2,0
2020,August,Monday,Early Morning,32,0,4,3,0
2020,August,Monday,Evening,65,0,8,1,0
2020,August,Monday,Late Afternoon,154,0,17,4,0
2020,August,Monday,Late Night,28,0,2,0,0
2020,August,Monday,Mid Morning,117,0,9,2,0
2020,August,Monday,Morning Rush,68,0,4,1,0
2020,August,Monday,Night,32,0,4,1,0
2020,August,Saturday,Early Afternoon,128,0,16,2,0
2020,August,Saturday,Early Morning,33,0,2,1,0
2020,August,Saturday,Evening,84,0,11,1,0
2020,August,Saturday,Late Afternoon,139,0,15,3,0
2020,August,Saturday,Late Night,40,0,4,2,0
2020,August,Saturday,Mid Morning,100,0,15,1,0
2020,August,Saturday,Morning Rush,33,0,3,1,0
2020,August,Saturday,Night,55,0,10,3,0
2020,August,Sunday,Early Afternoon,103,0,20,3,0
2020,August,Sunday,Early Morning,27,0,2,0,0
2020,August,Sunday,Evening,75,0,17,1,0
2020,August,Sunday,Late Afternoon,98,0,8,0,0
2020,August,Sunday,Late Night,47,0,13,4,0
2020,August,Sunday,Mid Morning,74,0,7,4,0
2020,August,Sunday,Morning Rush,21,0,3,1,0
2020,August,Sunday,Night,51,0,12,1,0
2020,August,Thursday,Early Afternoon,123,0,16,2,0
2020,August,Thursday,Early Morning,24,0,1,0,0
2020,August,Thursday,Evening,69,0,12,0,0
2020,August,Thursday,Late Afternoon,148,0,22,5,0
2020,August,Thursday,Late Night,29,0,4,1,0
2020,August,Thursday,Mid Morning,75,0,12,3,0
2020,August,Thursday,Morning Rush,53,0,5,1,0
2020,August,Thursday,Night,37,0,2,1,0
2020,August,Tuesday,Early Afternoon,129,0,14,3,0
2020,August,Tuesday,Early Morning,25,0,0,1,0
2020,August,Tuesday,Evening,72,0,12,2,0
2020,August,Tuesday,Late Afternoon,157,0,21,4,0
2020,August,Tuesday,Late Night,17,0,2,0,0
2020,August,Tuesday,Mid Morning,100,1,5,2,1
2020,August,Tuesday,Morning Rush,46,0,4,1,0
2020,August,Tuesday,Night,23,0,5,1,0
2020,August,Wednesday,Early Afternoon,120,0,11,4,0
2020,August,Wednesday,Early Morning,18,0,1,0,0
2020,August,Wednesday,Evening,90,0,10,0,0
2020,August,Wednesday,Late Afternoon,172,0,26,3,0
2020,August,Wednesday,Late Night,19,0,1,0,0
2020,August,Wednesday,Mid Morning,102,0,9,2,0
2020,August,Wednesday,Morning Rush,72,0,4,1,0
2020,August,Wednesday,Night,33,0,8,3,0
2020,December,Friday,Early Afternoon,76,0,6,0,0
2020,December,Friday,Early Morning,15,0,2,0,0
2020,December,Friday,Evening,70,0,4,1,0
2020,December,Friday,Late Afternoon,126,0,20,6,0
2020,December,Friday,Late Night,18,0,1,0,0
2020,December,Friday,Mid Morning,75,0,3,2,0
2020,December,Friday,Morning Rush,38,0,7,3,0
2020,December,Friday,Night,29,0,2,0,0
2020,December,Monday,Early Afternoon,71,0,7,1,0
2020,December,Monday,Early Morning,9,0,0,0,0
2020,December,Monday,Evening,64,0,13,6,0
2020,December,Monday,Late Afternoon,96,0,10,3,0
2020,December,Monday,Late Night,5,0,0,0,0
2020,December,Monday,Mid Morning,52,0,3,1,0
2020,December,Monday,Morning Rush,42,0,5,2,0
2020,December,Monday,Night,21,0,4,0,0
2020,December,Saturday,Early Afternoon,75,0,10,1,0
2020,December,Saturday,Early Morning,9,0,2,1,0
2020,December,Saturday,Evening,55,0,12,6,0
2020,December,Saturday,Late Afternoon,76,1,4,1,1
2020,December,Saturday,Late Night,17,0,1,0,0
2020,December,Saturday,Mid Morning,58,0,6,2,0
2020,December,Saturday,Morning Rush,11,0,3,1,0
2020,December,Saturday,Night,29,0,6,1,0
2020,December,Sunday,Early Afternoon,46,0,4,1,0
2020,December,Sunday,Early Morning,9,0,2,0,0
2020,December,Sunday,Evening,39,0,6,1,0
2020,December,Sunday,Late Afternoon,63,0,11,0,0
2020,December,Sunday,Late Night,11,0,2,0,0
2020,December,Sunday,Mid Morning,29,0,3,1,0
2020,December,Sunday,Morning Rush,8,0,1,0,0
2020,December,Sunday,Night,23,0,4,0,0
2020,December,Thursday,Early Afternoon,127,0,15,4,0
2020,December,Thursday,Early Morning,14,0,4,0,0
2020,December,Thursday,Evening,103,0,9,1,0
2020,December,Thursday,Late Afternoon,166,1,23,8,1
2020,December,Thursday,Late Night,14,0,4,2,0
2020,December,Thursday,Mid Morning,82,1,10,3,1
2020,December,Thursday,Morning Rush,42,0,6,4,0
2020,December,Thursday,Night,47,1,1,2,1
2020,December,Tuesday,Early Afternoon,135,0,13,2,0
2020,December,Tuesday,Early Morning,9,0,0,0,0
2020,December,Tuesday,Evening,86,0,15,1,0
2020,December,Tuesday,Late Afternoon,128,0,16,1,0
2020,December,Tuesday,Late Night,11,0,1,1,0
2020,December,Tuesday,Mid Morning,82,0,10,4,0
2020,December,Tuesday,Morning Rush,131,0,14,5,0
2020,December,Tuesday,Night,30,0,2,1,0
2020,December,Wednesday,Early Afternoon,121,0,7,0,0
2020,December,Wednesday,Early Morning,21,0,2,0,0
2020,December,Wednesday,Evening,90,1,7,3,1
2020,December,Wednesday,Late Afternoon,131,1,21,11,1
2020,December,Wednesday,Late Night,25,0,0,0,0
2020,December,Wednesday,Mid Morning,74,0,11,2,0
2020,December,Wednesday,Morning Rush,70,0,10,3,0
2020,December,Wednesday,Night,31,0,5,3,0
2020,February,Friday,Early Afternoon,152,0,8,1,0
2020,February,Friday,Early Morning,35,0,0,0,0
2020,February,Friday,Evening,185,0,17,7,0
2020,February,Friday,Late Afternoon,220,0,23,6,0
2020,February,Friday,Late Night,41,0,3,0,0
2020,February,Friday,Mid Morning,196,0,14,2,0
2020,February,Friday,Morning Rush,176,0,17,5,0
2020,February,Friday,Night,69,0,6,1,0
2020,February,Monday,Early Afternoon,116,0,13,3,0
2020,February,Monday,Early Morning,23,0,1,0,0
2020,February,Monday,Evening,87,0,7,5,0
2020,February,Monday,Late Afternoon,132,0,14,5,0
2020,February,Monday,Late Night,27,0,2,0,0
2020,February,Monday,Mid Morning,116,0,14,5,0
2020,February,Monday,Morning Rush,109,0,6,2,0
2020,February,Monday,Night,25,0,4,1,0
2020,February,Saturday,Early Afternoon,233,0,23,3,0
2020,February,Saturday,Early Morning,51,0,7,1,0
2020,February,Saturday,Evening,148,0,26,8,0
2020,February,Saturday,Late Afternoon,192,0,14,4,0
2020,February,Saturday,Late Night,47,0,3,2,0
2020,February,Saturday,Mid Morning,143,0,21,1,0
2020,February,Saturday,Morning Rush,49,0,2,0,0
2020,February,Saturday,Night,68,0,10,2,0
2020,February,Sunday,Early Afternoon,126,0,11,0,0
2020,February,Sunday,Early Morning,34,0,0,0,0
2020,February,Sunday,Evening,124,0,18,6,0
2020,February,Sunday,Late Afternoon,92,1,14,4,1
2020,February,Sunday,Late Night,38,0,4,2,0
2020,February,Sunday,Mid Morning,93,0,7,0,0
2020,February,Sunday,Morning Rush,29,0,2,0,0
2020,February,Sunday,Night,73,0,11,4,0
2020,February,Thursday,Early Afternoon,139,0,15,2,0
2020,February,Thursday,Early Morning,61,0,1,0,0
2020,February,Thursday,Evening,140,0,18,4,0
2020,February,Thursday,Late Afternoon,174,0,18,6,0
2020,February,Thursday,Late Night,33,0,1,0,0
2020,February,Thursday,Mid Morning,177,0,16,1,0
2020,February,Thursday,Morning Rush,185,0,18,2,0
2020,February,Thursday,Night,81,0,12,4,0
2020,February,Tuesday,Early Afternoon,127,0,8,2,0
2020,February,Tuesday,Early Morning,24,0,2,0,0
2020,February,Tuesday,Evening,127,0,14,5,0
2020,February,Tuesday,Late Afternoon,154,0,12,0,0
2020,February,Tuesday,Late Night,26,0,1,0,0
2020,February,Tuesday,Mid Morning,150,0,6,0,0
2020,February,Tuesday,Morning Rush,148,0,2,0,0
2020,February,Tuesday,Night,46,0,5,2,0
2020,February,Wednesday,Early Afternoon,115,0,15,1,0
2020,February,Wednesday,Early Morning,42,0,1,0,0
2020,February,Wednesday,Evening,115,0,13,3,0
2020,February,Wednesday,Late Afternoon,176,0,11,0,0
2020,February,Wednesday,Late Night,28,0,2,0,0
2020,February,Wednesday,Mid Morning,162,0,12,0,0
2020,February,Wednesday,Morning Rush,137,0,10,4,0
2020,February,Wednesday,Night,80,0,9,4,0
2020,January,Friday,Early Afternoon,180,0,17,3,0
2020,January,Friday,Early Morning,41,0,6,2,0
2020,January,Friday,Evening,219,0,41,15,0
2020,January,Friday,Late Afternoon,203,0,30,8,0
2020,January,Friday,Late Night,23,0,3,1,0
2020,January,Friday,Mid Morning,164,0,10,5,0
2020,January,Friday,Morning Rush,148,0,18,3,0
2020,January,Friday,Night,68,0,11,6,0
2020,January,Monday,Early Afternoon,141,0,12,4,0
2020,January,Monday,Early Morning,38,0,0,0,0
2020,January,Monday,Evening,109,1,16,5,1
2020,January,Monday,Late Afternoon,162,0,17,2,0
2020,January,Monday,Late Night,29,0,0,0,0
2020,January,Monday,Mid Morning,152,0,14,3,0
2020,January,Monday,Morning Rush,158,0,13,6,0
2020,January,Monday,Night,29,0,5,1,0
2020,January,Saturday,Early Afternoon,144,0,14,3,0
2020,January,Saturday,Early Morning,30,0,1,0,0
2020,January,Saturday,Evening,122,0,22,9,0
2020,January,Saturday,Late Afternoon,161,0,17,6,0
2020,January,Saturday,Late Night,49,0,7,1,0
2020,January,Saturday,Mid Morning,105,0,7,0,0
2020,January,Saturday,Morning Rush,40,0,0,0,0
2020,January,Saturday,Night,59,1,11,5,1
2020,January,Sunday,Early Afternoon,126,0,10,3,0
2020,January,Sunday,Early Morning,28,0,5,2,0
2020,January,Sunday,Evening,117,0,13,10,0
2020,January,Sunday,Late Afternoon,116,0,16,3,0
2020,January,Sunday,Late Night,47,0,2,0,0
2020,January,Sunday,Mid Morning,77,0,6,2,0
2020,January,Sunday,Morning Rush,57,0,3,0,0
2020,January,Sunday,Night,58,0,3,1,0
2020,January,Thursday,Early Afternoon,167,0,20,4,0
2020,January,Thursday,Early Morning,27,0,2,2,0
2020,January,Thursday,Evening,123,0,14,3,0
2020,January,Thursday,Late Afternoon,228,0,30,5,0
2020,January,Thursday,Late Night,41,0,2,0,0
2020,January,Thursday,Mid Morning,154,0,13,5,0
2020,January,Thursday,Morning Rush,141,0,4,3,0
2020,January,Thursday,Night,48,0,8,3,0
2020,January,Tuesday,Early Afternoon,145,0,19,3,0
2020,January,Tuesday,Early Morning,29,0,1,0,0
2020,January,Tuesday,Evening,138,0,22,4,0
2020,January,Tuesday,Late Afternoon,161,0,24,6,0
2020,January,Tuesday,Late Night,17,0,1,0,0
2020,January,Tuesday,Mid Morning,157,0,11,1,0
2020,January,Tuesday,Morning Rush,145,1,9,6,1
2020,January,Tuesday,Night,41,0,6,2,0
2020,January,Wednesday,Early Afternoon,167,0,19,5,0
2020,January,Wednesday,Early Morning,48,0,5,0,0
2020,January,Wednesday,Evening,143,0,23,6,0
2020,January,Wednesday,Late Afternoon,210,1,23,4,1
2020,January,Wednesday,Late Night,44,0,3,0,0
2020,January,Wednesday,Mid Morning,165,0,9,2,0
2020,January,Wednesday,Morning Rush,156,0,13,4,0
2020,January,Wednesday,Night,42,0,5,0,0
2020,July,Friday,Early Afternoon,168,0,9,4,0
2020,July,Friday,Early Morning,38,0,3,0,0
2020,July,Friday,Evening,114,0,20,0,0
2020,July,Friday,Late Afternoon,195,0,27,5,0
2020,July,Friday,Late Night,26,0,2,1,0
2020,July,Friday,Mid Morning,112,0,14,1,0
2020,July,Friday,Morning Rush,66,0,11,2,0
2020,July,Friday,Night,54,0,11,4,0
2020,July,Monday,Early Afternoon,116,0,11,2,0
2020,July,Monday,Early Morning,21,0,0,0,0
2020,July,Monday,Evening,65,0,7,3,0
2020,July,Monday,Late Afternoon,117,0,12,2,0
2020,July,Monday,Late Night,24,0,1,0,0
2020,July,Monday,Mid Morning,63,0,11,2,0
2020,July,Monday,Morning Rush,30,0,3,1,0
2020,July,Monday,Night,26,0,4,1,0
2020,July,Saturday,Early Afternoon,102,0,13,1,0
2020,July,Saturday,Early Morning,22,0,2,0,0
2020,July,Saturday,Evening,49,0,7,0,0
2020,July,Saturday,Late Afternoon,91,0,12,1,0
2020,July,Saturday,Late Night,28,0,4,0,0
2020,July,Saturday,Mid Morning,68,0,10,3,0
2020,July,Saturday,Morning Rush,23,0,3,0,0
2020,July,Saturday,Night,28,0,4,2,0
2020,July,Sunday,Early Afternoon,78,0,8,0,0
2020,July,Sunday,Early Morning,12,0,4,1,0
2020,July,Sunday,Evening,51,1,7,3,1
2020,July,Sunday,Late Afternoon,54,0,11,3,0
2020,July,Sunday,Late Night,16,0,1,0,0
2020,July,Sunday,Mid Morning,40,0,3,1,0
2020,July,Sunday,Morning Rush,25,0,4,1,0
2020,July,Sunday,Night,27,1,9,1,1
2020,July,Thursday,Early Afternoon,133,0,21,2,0
2020,July,Thursday,Early Morning,28,0,1,1,0
2020,July,Thursday,Evening,103,0,14,2,0
2020,July,Thursday,Late Afternoon,157,0,19,1,0
2020,July,Thursday,Late Night,35,0,1,1,0
2020,July,Thursday,Mid Morning,112,0,13,4,0
2020,July,Thursday,Morning Rush,55,0,4,0,0
2020,July,Thursday,Night,47,0,8,0,0
2020,July,Tuesday,Early Afternoon,105,0,12,2,0
2020,July,Tuesday,Early Morning,25,0,2,0,0
2020,July,Tuesday,Evening,63,0,10,4,0
2020,July,Tuesday,Late Afternoon,130,0,13,1,0
2020,July,Tuesday,Late Night,15,0,2,1,0
2020,July,Tuesday,Mid Morning,77,0,8,2,0
2020,July,Tuesday,Morning Rush,60,1,10,2,1
2020,July,Tuesday,Night,24,0,5,1,0
2020,July,Wednesday,Early Afternoon,125,0,16,3,0
2020,July,Wednesday,Early Morning,22,0,0,0,0
2020,July,Wednesday,Evening,84,0,12,3,0
2020,July,Wednesday,Late Afternoon,178,0,22,2,0
2020,July,Wednesday,Late Night,24,0,2,0,0
2020,July,Wednesday,Mid Morning,75,0,8,3,0
2020,July,Wednesday,Morning Rush,59,0,6,1,0
2020,July,Wednesday,Night,43,0,11,2,0
2020,June,Friday,Early Afternoon,132,0,10,2,0
2020,June,Friday,Early Morning,16,0,1,0,0
2020,June,Friday,Evening,72,0,11,1,0
2020,June,Friday,Late Afternoon,145,0,17,3,0
2020,June,Friday,Late Night,23,0,1,0,0
2020,June,Friday,Mid Morning,92,0,12,3,0
2020,June,Friday,Morning Rush,44,0,4,2,0
2020,June,Friday,Night,25,0,6,1,0
2020,June,Monday,Early Afternoon,111,0,8,3,0
2020,June,Monday,Early Morning,25,0,1,0,0
2020,June,Monday,Evening,71,1,19,1,1
2020,June,Monday,Late Afternoon,128,0,18,1,0
2020,June,Monday,Late Night,23,0,2,0,0
2020,June,Monday,Mid Morning,87,0,10,1,0
2020,June,Monday,Morning Rush,42,0,3,2,0
2020,June,Monday,Night,29,0,10,1,0
2020,June,Saturday,Early Afternoon,79,0,8,2,0
2020,June,Saturday,Early Morning,17,0,1,0,0
2020,June,Saturday,Evening,70,0,11,6,0
2020,June,Saturday,Late Afternoon,84,0,10,0,0
2020,June,Saturday,Late Night,22,0,4,0,0
2020,June,Saturday,Mid Morning,45,0,7,2,0
2020,June,Saturday,Morning Rush,17,0,1,0,0
2020,June,Saturday,Night,43,0,8,3,0
2020,June,Sunday,Early Afternoon,77,0,8,2,0
2020,June,Sunday,Early Morning,23,0,2,1,0
2020,June,Sunday,Evening,54,0,6,3,0
2020,June,Sunday,Late Afternoon,54,0,10,1,0
2020,June,Sunday,Late Night,25,1,2,1,1
2020,June,Sunday,Mid Morning,43,0,2,0,0
2020,June,Sunday,Morning Rush,17,0,0,0,0
2020,June,Sunday,Night,27,0,6,1,0
2020,June,Thursday,Early Afternoon,105,0,17,2,0
2020,June,Thursday,Early Morning,30,0,3,0,0
2020,June,Thursday,Evening,53,0,6,1,0
2020,June,Thursday,Late Afternoon,117,0,10,1,0
2020,June,Thursday,Late Night,15,0,2,0,0
2020,June,Thursday,Mid Morning,68,0,10,2,0
2020,June,Thursday,Morning Rush,52,0,7,1,0
2020,June,Thursday,Night,30,0,10,0,0
2020,June,Tuesday,Early Afternoon,142,0,12,1,0
2020,June,Tuesday,Early Morning,30,0,0,0,0
2020,June,Tuesday,Evening,79,0,13,2,0
2020,June,Tuesday,Late Afternoon,137,0,13,1,0
2020,June,Tuesday,Late Night,18,0,2,0,0
2020,June,Tuesday,Mid Morning,81,0,8,0,0
2020,June,Tuesday,Morning Rush,47,0,5,0,0
2020,June,Tuesday,Night,47,1,14,1,1
2020,June,Wednesday,Early Afternoon,98,0,13,4,0
2020,June,Wednesday,Early Morning,19,0,0,0,0
2020,June,Wednesday,Evening,50,0,5,2,0
2020,June,Wednesday,Late Afternoon,121,0,12,5,0
2020,June,Wednesday,Late Night,14,0,0,0,0
2020,June,Wednesday,Mid Morning,65,0,10,3,0
2020,June,Wednesday,Morning Rush,28,0,4,1,0
2020,June,Wednesday,Night,28,0,8,2,0
2020,March,Friday,Early Afternoon,123,0,8,2,0
2020,March,Friday,Early Morning,24,0,3,1,0
2020,March,Friday,Evening,84,0,6,1,0
2020,March,Friday,Late Afternoon,122,0,10,1,0
2020,March,Friday,Late Night,20,0,1,0,0
2020,March,Friday,Mid Morning,90,0,10,2,0
2020,March,Friday,Morning Rush,62,0,12,6,0
2020,March,Friday,Night,31,0,4,0,0
2020,March,Monday,Early Afternoon,134,0,20,4,0
2020,March,Monday,Early Morning,26,0,0,0,0
2020,March,Monday,Evening,74,0,6,5,0
2020,March,Monday,Late Afternoon,149,0,15,2,0
2020,March,Monday,Late Night,22,0,2,0,0
2020,March,Monday,Mid Morning,118,0,12,5,0
2020,March,Monday,Morning Rush,81,0,5,2,0
2020,March,Monday,Night,26,0,5,3,0
2020,March,Saturday,Early Afternoon,89,0,9,1,0
2020,March,Saturday,Early Morning,15,0,2,0,0
2020,March,Saturday,Evening,52,0,10,1,0
2020,March,Saturday,Late Afternoon,88,0,13,0,0
2020,March,Saturday,Late Night,26,0,5,2,0
2020,March,Saturday,Mid Morning,57,0,8,1,0
2020,March,Saturday,Morning Rush,18,0,4,0,0
2020,March,Saturday,Night,43,0,8,2,0
2020,March,Sunday,Early Afternoon,109,1,6,2,1
2020,March,Sunday,Early Morning,27,0,3,0,0
2020,March,Sunday,Evening,78,0,4,0,0
2020,March,Sunday,Late Afternoon,91,0,12,2,0
2020,March,Sunday,Late Night,20,0,2,0,0
2020,March,Sunday,Mid Morning,62,0,9,3,0
2020,March,Sunday,Morning Rush,21,0,2,0,0
2020,March,Sunday,Night,33,0,7,0,0
2020,March,Thursday,Early Afternoon,100,0,14,1,0
2020,March,Thursday,Early Morning,21,0,2,0,0
2020,March,Thursday,Evening,56,0,6,2,0
2020,March,Thursday,Late Afternoon,111,0,13,2,0
2020,March,Thursday,Late Night,22,0,1,0,0
2020,March,Thursday,Mid Morning,90,0,6,1,0
2020,March,Thursday,Morning Rush,67,0,7,1,0
2020,March,Thursday,Night,21,0,4,1,0
2020,March,Tuesday,Early Afternoon,108,0,13,4,0
2020,March,Tuesday,Early Morning,25,0,2,0,0
2020,March,Tuesday,Evening,76,0,4,2,0
2020,March,Tuesday,Late Afternoon,146,0,17,5,0
2020,March,Tuesday,Late Night,18,0,2,1,0
2020,March,Tuesday,Mid Morning,115,0,10,4,0
2020,March,Tuesday,Morning Rush,82,0,9,4,0
2020,March,Tuesday,Night,35,0,2,1,0
2020,March,Wednesday,Early Afternoon,99,0,7,2,0
2020,March,Wednesday,Early Morning,21,0,1,1,0
2020,March,Wednesday,Evening,55,0,12,2,0
2020,March,Wednesday,Late Afternoon,103,0,11,3,0
2020,March,Wednesday,Late Night,16,0,1,1,0
2020,March,Wednesday,Mid Morning,79,0,11,2,0
2020,March,Wednesday,Morning Rush,72,0,5,1,0
2020,March,Wednesday,Night,37,0,5,2,0
2020,May,Friday,Early Afternoon,103,0,17,3,0
2020,May,Friday,Early Morning,18,0,1,0,0
2020,May,Friday,Evening,67,0,7,1,0
2020,May,Friday,Late Afternoon,100,0,12,2,0
2020,May,Friday,Late Night,19,0,1,1,0
2020,May,Friday,Mid Morning,61,0,4,3,0
2020,May,Friday,Morning Rush,44,0,7,1,0
2020,May,Friday,Night,31,0,5,1,0
2020,May,Monday,Early Afternoon,58,0,5,0,0
2020,May,Monday,Early Morning,14,0,0,0,0
2020,May,Monday,Evening,38,0,9,0,0
2020,May,Monday,Late Afternoon,81,0,10,1,0
2020,May,Monday,Late Night,6,0,0,0,0
2020,May,Monday,Mid Morning,56,0,7,3,0
2020,May,Monday,Morning Rush,33,0,5,1,0
2020,May,Monday,Night,8,0,2,0,0
2020,May,Saturday,Early Afternoon,87,0,12,2,0
2020,May,Saturday,Early Morning,18,0,3,1,0
2020,May,Saturday,Evening,44,0,8,0,0
